Time,Value,State,Quality,Reason,Status,Suppression Type
2025-10-25 23:28:35.494,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:28:35.451,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:27:59.665,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:27:39.334,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:27:39.097,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:27:14.836,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:26:58.207,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:26:58.169,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:26:25.085,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:26:17.220,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:26:17.177,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:25:38.757,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:25:23.706,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:25:23.231,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:24:55.498,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:24:38.747,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:24:38.301,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:24:14.403,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:23:54.052,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:23:53.816,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:23:29.542,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:23:12.918,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:23:12.873,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:22:52.442,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:22:23.705,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:22:23.227,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:21:56.293,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:21:38.678,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:21:38.185,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:21:10.221,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:21:10.020,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:21:09.976,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:20:23.707,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:20:08.859,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:20:08.857,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:19:38.667,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:19:23.964,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:19:23.745,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:19:00.763,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:18:38.665,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:18:38.195,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:18:22.349,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:17:55.550,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:17:55.466,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:17:23.637,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:17:08.607,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:17:08.106,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:16:41.220,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:16:23.627,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:16:23.160,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:15:55.325,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:15:38.586,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:15:38.117,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:15:08.586,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:14:53.556,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:14:53.083,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:14:30.679,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:14:17.891,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:14:17.833,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:13:38.597,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:13:23.648,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:13:23.086,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:12:53.625,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:12:40.778,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:12:40.538,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:12:14.987,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:11:53.562,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:11:53.066,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:11:34.037,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:11:13.540,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:11:13.533,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:10:39.186,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:10:32.598,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:10:32.556,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:09:53.549,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:09:51.652,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:09:51.609,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:09:08.517,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:08:53.475,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:08:52.986,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:08:29.718,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:08:09.405,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:08:09.167,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:07:38.518,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:07:23.334,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:07:23.097,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:06:55.173,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:06:42.380,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:06:42.139,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:06:17.887,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:06:05.058,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:06:05.018,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:05:25.568,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:05:18.981,.53 In.,High High,Good,Timed Report,,
2025-10-25 23:05:18.951,.53 In.,High High,Good,Timed Report,,
