Time,Value,State,Quality,Reason,Status,Suppression Type
2025-12-13 01:37:19.774,.00 In.,Low Low,Good,Value Change,,
2025-12-13 01:07:18.672,-.04 In.,Low Low,Good,Value Change,,
2025-12-13 00:37:17.663,-.11 In.,Low Low,Good,Value Change,,
2025-12-13 00:07:16.555,-.17 In.,Low Low,Good,Value Change,,
2025-12-12 23:07:14.342,-.23 In.,Low Low,Good,Value Change,,
2025-12-12 22:07:12.235,-.24 In.,Low Low,Good,Value Change,,
2025-12-12 21:37:11.129,-.23 In.,Low Low,Good,Value Change,,
2025-12-12 21:07:10.120,-.24 In.,Low Low,Good,Value Change,,
2025-12-12 20:07:07.902,-.26 In.,Low Low,Good,Value Change,,
2025-12-12 19:37:06.799,-.25 In.,Low Low,Good,Value Change,,
2025-12-12 19:07:05.790,-.29 In.,Low Low,Good,Value Change,,
2025-12-12 18:37:04.682,-.37 In.,Low Low,Good,Value Change,,
2025-12-12 18:07:03.578,-.45 In.,Low Low,Good,Value Change,,
2025-12-12 17:37:02.569,-.46 In.,Low Low,Good,Value Change,,
2025-12-12 16:37:00.353,-.44 In.,Low Low,Good,Value Change,,
2025-12-12 16:06:59.345,-.38 In.,Low Low,Good,Value Change,,
2025-12-12 15:36:58.236,-.29 In.,Low Low,Good,Value Change,,
2025-12-12 15:06:57.128,-.26 In.,Low Low,Good,Value Change,,
2025-12-12 14:36:56.120,-.21 In.,Low Low,Good,Value Change,,
2025-12-12 14:06:55.011,-.16 In.,Low Low,Good,Value Change,,
2025-12-12 13:06:52.804,-.20 In.,Low Low,Good,Value Change,,
2025-12-12 12:36:51.795,-.16 In.,Low Low,Good,Value Change,,
2025-12-12 12:06:50.686,-.07 In.,Low Low,Good,Value Change,,
2025-12-12 11:36:49.578,.06 In.,Normal,Good,Value Change,,
2025-12-12 11:06:48.571,.35 In.,Normal,Good,Value Change,,
2025-12-12 10:36:47.463,.40 In.,Normal,Good,Value Change,,
2025-12-12 10:06:50.389,.45 In.,Normal,Good,Value Change,,
2025-12-12 09:36:49.290,.41 In.,Normal,Good,Value Change,,
2025-12-12 09:06:48.282,.33 In.,Normal,Good,Value Change,,
2025-12-12 08:36:47.174,.27 In.,Normal,Good,Value Change,,
2025-12-12 08:06:46.065,.16 In.,Normal,Good,Value Change,,
2025-12-12 07:36:45.056,.09 In.,Normal,Good,Value Change,,
2025-12-12 07:06:43.947,.01 In.,Normal,Good,Value Change,,
2025-12-12 06:36:42.838,-.07 In.,Low Low,Good,Value Change,,
2025-12-12 06:06:41.829,-.12 In.,Low Low,Good,Value Change,,
2025-12-12 05:36:40.719,-.16 In.,Low Low,Good,Value Change,,
2025-12-12 05:06:39.608,-.21 In.,Low Low,Good,Value Change,,
2025-12-12 04:36:38.502,-.24 In.,Low Low,Good,Value Change,,
2025-12-12 04:06:37.495,-.30 In.,Low Low,Good,Value Change,,
2025-12-12 03:36:36.385,-.35 In.,Low Low,Good,Value Change,,
2025-12-12 03:06:35.284,-.41 In.,Low Low,Good,Value Change,,
2025-12-12 02:36:34.274,-.44 In.,Low Low,Good,Value Change,,
2025-12-12 02:06:33.164,-.49 In.,Low Low,Good,Value Change,,
2025-12-12 01:36:32.053,-.51 In.,Low Low,Good,Value Change,,
2025-12-12 01:06:31.044,-.54 In.,Low Low,Good,Value Change,,
2025-12-12 00:36:29.933,-.56 In.,Low Low,Good,Value Change,,
2025-12-12 00:06:28.824,-.58 In.,Low Low,Good,Value Change,,
2025-12-11 23:36:27.815,-.63 In.,Low Low,Good,Value Change,,
2025-12-11 23:06:26.704,-.67 In.,Low Low,Good,Value Change,,
2025-12-11 22:36:25.593,-.70 In.,Low Low,Good,Value Change,,
2025-12-11 22:06:24.493,-.72 In.,Low Low,Good,Value Change,,
2025-12-11 21:36:23.483,-.81 In.,Low Low,Good,Value Change,,
2025-12-11 21:06:22.374,-.89 In.,Low Low,Good,Value Change,,
2025-12-11 20:36:21.266,-.92 In.,Low Low,Good,Value Change,,
2025-12-11 20:06:20.257,-.95 In.,Low Low,Good,Value Change,,
2025-12-11 19:36:19.147,-.99 In.,Low Low,Good,Value Change,,
2025-12-11 19:06:18.040,-1.03 In.,Underrange,Low : Engineering Units Exceeded,Value Change,,
2025-12-11 18:36:17.031,-1.07 In.,Underrange,Low : Engineering Units Exceeded,Value Change,,
2025-12-11 17:36:14.812,-1.08 In.,Underrange,Low : Engineering Units Exceeded,Value Change,,
2025-12-11 17:06:13.802,-1.03 In.,Underrange,Low : Engineering Units Exceeded,Value Change,,
2025-12-11 16:36:12.693,-.95 In.,Low Low,Good,Value Change,,
2025-12-11 16:06:11.585,-.94 In.,Low Low,Good,Value Change,,
2025-12-11 15:36:10.575,-.90 In.,Low Low,Good,Value Change,,
2025-12-11 14:36:08.359,-.85 In.,Low Low,Good,Value Change,,
2025-12-11 14:06:07.252,-.72 In.,Low Low,Good,Value Change,,
2025-12-11 13:36:06.244,-.70 In.,Low Low,Good,Value Change,,
2025-12-11 13:06:05.135,-.81 In.,Low Low,Good,Value Change,,
2025-12-11 12:36:04.034,-.77 In.,Low Low,Good,Value Change,,
2025-12-11 12:06:03.025,-.81 In.,Low Low,Good,Value Change,,
2025-12-11 11:36:01.918,-.70 In.,Low Low,Good,Value Change,,
2025-12-11 11:06:00.809,-.36 In.,Low Low,Good,Value Change,,
2025-12-11 10:35:59.801,-.12 In.,Low Low,Good,Value Change,,
2025-12-11 10:06:02.671,-.17 In.,Low Low,Good,Value Change,,
2025-12-11 09:36:01.562,-.20 In.,Low Low,Good,Value Change,,
2025-12-11 09:06:00.460,-.25 In.,Low Low,Good,Value Change,,
2025-12-11 08:35:59.451,-.31 In.,Low Low,Good,Value Change,,
2025-12-11 08:05:58.342,-.30 In.,Low Low,Good,Value Change,,
2025-12-11 07:35:57.232,-.26 In.,Low Low,Good,Value Change,,
2025-12-11 07:05:56.221,-.24 In.,Low Low,Good,Value Change,,
2025-12-11 06:35:55.111,-.39 In.,Low Low,Good,Value Change,,
2025-12-11 06:05:54.001,-.39 In.,Low Low,Good,Value Change,,
2025-12-11 05:05:51.879,-.40 In.,Low Low,Good,Value Change,,
2025-12-11 04:05:49.758,-.41 In.,Low Low,Good,Value Change,,
2025-12-11 02:35:46.528,-.42 In.,Low Low,Good,Value Change,,
2025-12-11 01:35:44.305,-.43 In.,Low Low,Good,Value Change,,
2025-12-11 01:05:43.294,-.44 In.,Low Low,Good,Value Change,,
2025-12-10 23:35:39.980,-.44 In.,Low Low,Good,Value Change,,
2025-12-10 22:05:36.761,-.45 In.,Low Low,Good,Value Change,,
2025-12-10 21:35:35.751,-.46 In.,Low Low,Good,Value Change,,
2025-12-10 21:05:34.642,-.47 In.,Low Low,Good,Value Change,,
2025-12-10 19:35:31.413,-.48 In.,Low Low,Good,Value Change,,
2025-12-10 19:05:30.304,-.49 In.,Low Low,Good,Value Change,,
2025-12-10 18:05:28.189,-.50 In.,Low Low,Good,Value Change,,
2025-12-10 16:35:24.965,-.52 In.,Low Low,Good,Value Change,,
2025-12-10 16:05:23.858,-.51 In.,Low Low,Good,Value Change,,
2025-12-10 15:35:22.749,-.49 In.,Low Low,Good,Value Change,,
2025-12-10 15:05:21.742,-.51 In.,Low Low,Good,Value Change,,
2025-12-10 14:35:20.633,-.49 In.,Low Low,Good,Value Change,,
2025-12-10 14:05:19.525,-.51 In.,Low Low,Good,Value Change,,
2025-12-10 13:35:18.419,-.50 In.,Low Low,Good,Value Change,,
2025-12-10 13:05:17.410,-.52 In.,Low Low,Good,Value Change,,
2025-12-10 12:35:16.301,-.53 In.,Low Low,Good,Value Change,,
